queue_id	canonical_field	registry_field	winning_rule_id	unresolved_reason	group_key	record_count	example_versions	suggested_resolution_kind
Q-8d171c915a67	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Simian enterovirus SV46	10	EU194494.1 EU194506.1 EU194507.1	decision
Q-8d8d40cdf27c	specimen_type	specimen_type	R-SPECIMEN-2	multiple_specimen_keywords	throat swab and stool samples from an immunodeficient individual who received OPV and developed paralysis	4	AF538840.1 AF538841.1 AF538842.1	decision
Q-8dbe5cb95dac	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	VAPP case	14	DQ264248.1 DQ264262.1 DQ264278.1	rule_parameter
Q-8fa26a431d3e	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	bronchoalveolar lavage	1	PP756379.1	rule_parameter
Q-90392915f26c	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stool specimen from immunodeficient infant	4	AJ699401.1 AJ699402.1 AJ783776.1	decision
Q-91d87c74cd00	poliovirus_classification	poliovirus_classification	R-CLASS-2	curated_value_outside_the_controlled_vocabulary	engineered	1	DQ205099.1	decision
Q-93a1f111adbf	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	healthy person	2	KU598889.1 KU598890.1	rule_parameter
Q-93fe9cd0511a	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Human poliovirus 60/ROU/2008	2	FR715537.1 FR715551.1	decision
Q-944133d90b23	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	healthy people	8	KC880378.1 KC880496.1 KC880502.1	rule_parameter
Q-94772127f6d4	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Human Enterovirus Mumbai4-03	1	AY942640.1	decision
Q-96c563e5740e	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus 7	9	PQ009026.1 PQ009027.1 PQ009028.1	decision
Q-9775d9b0a958	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Human poliovirus sp.	11	M30211.1 M30212.1 M30214.1	decision
Q-97b17205e1ef	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Conjunctiva	231	KP121936.1 KP121937.1 KP121938.1	rule_parameter
Q-981515ea31c5	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Rahat South Trunk Line	1	KJ013447.1	rule_parameter
Q-9877503df7ab	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	ophthalmic sampling of male age 54 with hemorrhagic conjunctivitis	3	PQ867796.1 PQ867799.1 PQ867802.1	rule_parameter
Q-9968eb718ba8	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	infant with diarrhea	1	DQ897933.1	rule_parameter
Q-99d8550708f3	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	NPS	17	EU840733.1 EU840734.1 EU840735.1	rule_parameter
Q-9a12a6c4adc7	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	TS	2	MN245991.1 MN246001.1	rule_parameter
Q-9a7059a6cec3	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	case of acute respiratory infection	2	DQ264311.1 DQ264382.1	decision
Q-9a8139371b1d	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Ashdod Treatment Plant	1	KJ013441.1	rule_parameter
Q-9b9110d5ada7	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	case of acute intestinal infection	16	DQ264261.1 DQ264272.1 DQ264280.1	decision
Q-9bf8278b3803	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Simian enterovirus SV4	2	AF326759.2 NC_038309.1	decision
Q-9cb3d580fd33	poliovirus_classification	poliovirus_classification	R-CLASS-2	no_serotype_in_organism_name_to_choose_a_reference	Enterovirus C	1	MK719554.1	decision
Q-9cb4edfd9c6f	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus J112	10	JX537976.1 JX537977.1 JX537978.1	decision
Q-9cee5fa2f776	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Human poliovirus 40/ROU/2008	2	FR715535.1 FR715549.1	decision
Q-9d9a67e96bdd	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	rahat treatment plant	18	KJ013420.1 KJ013421.1 KJ013425.1	decision
Q-9e7e807c1118	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	AFP case	212	AB207263.1 AB207264.1 AB207265.1	rule_parameter
Q-9ee0ef245665	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	horashim tretment plant	2	KJ013459.1 KJ013460.1	decision
Q-9f0a1088a730	poliovirus_classification	poliovirus_classification	R-CLASS-2	no_serotype_in_organism_name_to_choose_a_reference	unidentified poliovirus	7	A03999.1 A13892.1 A16105.1	decision
Q-9f0b629a9ddf	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	patient with acute gastroenteritis	6	MT491237.1 MT491238.1 MT491239.1	rule_parameter
Q-a15ec184a883	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	kiryat gat treatment plant	7	KJ013424.1 KJ013440.1 KJ013446.1	decision
Q-a259bc6003a5	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	healthy child living in close contact with a poliomyelitis patient	31	EF628385.1 EF628386.1 EF628387.1	rule_parameter
Q-a2b2b49afdca	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	ar'ara treatment plant	3	KJ013442.1 KJ013443.1 KJ013467.1	decision
Q-a32d2c82edc4	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Human enterovirus Hangzhou13-02	1	AY876913.1	decision
Q-a3c826abb5b5	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Ar'ara Treatment Plant	3	KJ013442.1 KJ013443.1 KJ013467.1	rule_parameter
Q-a3df642f603e	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Human poliovirus 57/ROU/2008	2	FR715536.1 FR715550.1	decision
Q-a44bf29a5878	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stools	7	AM707031.1 AM707032.1 AM707033.1	decision
Q-a4b5c9b098ae	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	kiryat gat treatment plant	7	KJ013424.1 KJ013440.1 KJ013446.1	decision
Q-a5efcaf3fc3b	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stool 2	1	EU684056.1	decision
Q-a6c403dc1fc7	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Rhinovirus A	11	MF160940.1 MF160963.1 MF160964.1	decision
Q-a718c53c03fb	poliovirus_classification	poliovirus_classification	R-CLASS-2	no_serotype_in_organism_name_to_choose_a_reference	Human poliovirus 84/ROU/2008	2	FR715543.1 FR715557.1	decision
Q-a75b05755065	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stool sample from child 1 on day 116	1	JX179290.1	decision
Q-a90592da03b1	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Tel Sheva Treatment Plant	1	KP004225.1	rule_parameter
Q-a95925c5262b	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	healthy vaccinee	1	AF541919.1	decision
Q-aa6f5ab3a532	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	saliva sample	3	MG557561.1 MG557562.1 MG557563.1	rule_parameter
Q-aa87ec4fa278	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	aspirate	1	MF160811.1	rule_parameter
Q-aae0cdff87f4	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Madison Lake	2	JF343827.1 JF343828.1	rule_parameter
Q-ab2d36f52de5	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus 24	10	PQ009058.1 PQ009059.1 PQ009060.1	decision
Q-acd1c5cfb16a	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	vesicular fluid	2	FN298944.1 FN298945.1	rule_parameter
Q-add3bb90f79b	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	air sample	1	KU821672.1	rule_parameter
Q-add66e840968	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus A	9	KX580681.1 PQ566823.1 PQ566824.1	decision
Q-aed13e8dbb45	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	tracheal aspirate	4	KU669041.2 MF160824.1 MF160942.1	rule_parameter
Q-aee6356c0ab4	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	eyes	1	JX196594.1	rule_parameter
Q-b06d237f4bd8	virus_group	is_poliovirus	R-PARTITION-1	organism_name_does_not_determine_membership	Human Enterovirus Mumbai4-03	1	AY942640.1	decision
Q-b11f0de8d29e	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Rahat Treatment Plant	18	KJ013420.1 KJ013421.1 KJ013425.1	rule_parameter
Q-b198625491c8	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Kasefia Trunk line	1	KP004243.1	rule_parameter
Q-b1c39bd64401	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	throat swab	4	AB162758.1 AB162760.1 AB162761.1	decision
Q-b31944c88626	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus 19	13	PQ009045.1 PQ009046.1 PQ009047.1	decision
Q-b31e8509f6a1	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Rhinovirus C	2	MF161053.1 MF775365.1	decision
Q-b35bc0b8636c	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	RD cell culture isolate	1	MG976582.1	rule_parameter
Q-b41471542b60	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	kasefia trunk line	1	KP004243.1	decision
Q-b4e64d83cd00	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	acute haemorrhagic conjunctivitis patient	32	EU162068.1 EU162069.1 EU162070.1	rule_parameter
Q-b56ead228394	specimen_type	specimen_type	R-SPECIMEN-2	no_isolation_source_deposited		10265	A01868.1 A03852.1 A03999.1	decision
Q-b668f882f90a	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	cerebrospinal fluid	1	GQ506664.1	decision
Q-b7f7d51c1a22	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	ST1	1	MN246036.1	rule_parameter
Q-bb2fd98fb9f6	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stool of infant who were administered oral poliovirus vaccine	9	LC143260.1 LC143304.1 LC143370.1	decision
Q-bd5d3d717932	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	lung	1	MN896916.1	rule_parameter
Q-bd6ddf4ef1c7	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Be'er Sheva Treatment Plant	18	KJ013419.1 KJ013423.1 KJ013426.1	rule_parameter
Q-bdcfd7b90ae2	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Rhinovirus B	3	MF160941.1 MF160950.1 MF161008.1	decision
Q-c075d58a65ed	poliovirus_classification	poliovirus_classification	R-CLASS-2	no_serotype_in_organism_name_to_choose_a_reference	Human poliovirus 79/ROU/2008	2	FR715542.1 FR715556.1	decision
Q-c11bb46d5380	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	colon	1	FN298942.1	rule_parameter
Q-c13db4310ed2	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	NW	6	MN245989.1 MN245997.1 MN245998.1	rule_parameter
Q-c1bf45ee5cce	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	ophthalmic sampling of female age 36 with hemorrhagic conjunctivitis	1	PQ867795.1	rule_parameter
Q-c22a3c9f9705	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	human stool	91	AB781738.1 AB781739.1 AB781740.1	decision
Q-c266c9da564a	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	tnuvot treatment plant	2	KJ013453.1 KP004237.1	decision
Q-c42e8b6ba9dc	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	RD cell	8	KJ755189.1 KJ755190.1 KT277550.1	rule_parameter
Q-c448fac4488d	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	rahat south treatment plant	1	KP004233.1	decision
Q-c6a80dd3f847	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	contact	4	EF634009.1 EF634010.1 EF634011.1	rule_parameter
Q-c75ac70157ba	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	other wash	1	MF160234.1	rule_parameter
Q-c991e4c62dbc	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus 6	14	PQ009012.1 PQ009013.1 PQ009014.1	decision
Q-caaed678881a	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	conjunctival secretion	1	KF129030.1	rule_parameter
Q-caf5186e7fe2	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	patient with Guillain-Barre syndrome (GBS)	1	MW473684.1	rule_parameter
Q-ce0e40979ed0	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	ayalon treatment plant	4	KJ013451.1 KJ013452.1 KJ013456.1	decision
Q-ceb9e7af8d64	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Human enterovirus	95	JX538226.1 KF453625.1 KF453626.1	decision
Q-d072694af117	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Conjunctival swab	9	MG880744.1 MG880745.2 MG880746.1	rule_parameter
Q-d0b1c182ced1	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	NP	49	MN245981.1 MN245982.1 MN245983.1	rule_parameter
Q-d319e338cd84	virus_type	virus_type	R-TYPE-2	curated_type_is_unknown	unknown	23	LY501104.1 LY501105.1 LY501106.1	decision
Q-d328c2a4ef20	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	environment	10	KY941933.1 KY941935.1 OQ417772.1	rule_parameter
Q-d3bd8ea8b542	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Segev Shalom West Trunk line	1	KP004244.1	rule_parameter
Q-d4650f55863e	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	arad treatment plant	2	KJ013450.1 KP004236.1	decision
Q-d5e5d5fc7c11	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	healthy contact	3	MT645949.1 MT645950.1 MT645951.1	rule_parameter
Q-d6d8f70a5786	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	healthy vaccinee	1	AF541919.1	rule_parameter
Q-d8a3cbe6538b	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	acute enterocolitis case	5	MG212441.1 MG212442.1 MG212443.1	decision
Q-d9077d04724f	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	case of viral infection	1	MG212465.1	rule_parameter
Q-da0a9d5b0fe3	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	clinical sample feces	1	MN384438.1	decision
Q-da4d69c9e12c	virus_group	is_poliovirus	R-PARTITION-1	organism_name_does_not_determine_membership	Human enterovirus Hangzhou13-02	1	AY876913.1	decision
Q-db57876e1da0	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus sp.	4	KX941077.1 KX941080.1 KX941094.1	decision
Q-dcb17e9c6083	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	ayalon treatment plant	4	KJ013451.1 KJ013452.1 KJ013456.1	decision
Q-dce7ae65a226	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	rahat north trunk line	1	KJ013448.1	decision
Q-dcfe7bb4c712	virus_group	is_poliovirus	R-PARTITION-1	organism_name_does_not_determine_membership	unidentified	6	E00766.1 E00767.1 E00768.1	decision
Q-ddecabd0c6da	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	HFMD	15	MT588186.1 MT588187.1 MT588188.1	rule_parameter
Q-df0a23e9da54	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	clinical	2	PV178345.1 PV178545.1	rule_parameter
Q-e0970dd03969	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stool	886	JN990977.1 JN990978.1 JQ906425.1	decision
Q-e13b10744ea4	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	eye swab from patient with conjunctivitis NIV231344	1	PP498012.1	rule_parameter
Q-e32a2f4c50fa	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	synthetic construct	13	A06086.1 A06087.1 A08076.1	decision
Q-e3bce894673c	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stool sample from child 1 on day 123	1	JX179291.1	decision
Q-e4b9e857e727	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	conjunctival swab	453	AB769150.1 AB769151.1 AB769152.1	rule_parameter
Q-e4d899a88ed4	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	l20b cell	10	FJ859183.1 FJ859184.1 FJ859185.1	decision
Q-e4e1676b3cb6	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	be'er sheva treatment plant	18	KJ013419.1 KJ013423.1 KJ013426.1	decision
Q-e8a546078151	virus_group	is_poliovirus	R-PARTITION-1	organism_name_does_not_determine_membership	Human Enterovirus Pune6-03	1	AY942641.1	decision
Q-ea06b19be33f	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record		5782	A01868.1 A03852.1 A03999.1	decision
Q-ea85481fbb79	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	rhabdomyosarcoma cell	131	MN845761.1 MN845762.1 MN845763.1	rule_parameter
Q-eb68bef9664b	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stool 1	1	EU684057.1	decision
Q-ed715c29a9e5	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	case of enterovirus infection	2	DQ264282.1 DQ264353.1	rule_parameter
Q-ee0e2a58d844	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	ophthalmic sampling of female age 64 with hemorrhagic conjunctivitis	2	PQ867794.1 PQ867797.1	rule_parameter
Q-f062547cd79e	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	peritoneal dialysate	1	MN896927.1	rule_parameter
Q-f0a95d30ac80	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	whole cell	2	DQ443001.1 DQ443002.1	rule_parameter
Q-f23fa72b2370	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Bovine enterovirus type 2	1	JX538037.1	decision
Q-f309a17d0733	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	pediatric diarrhea	13	MF153508.1 MF153509.1 MF153513.1	rule_parameter
Q-f311c60854c7	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Human poliovirus 78/ROU/2008	2	FR715541.1 FR715555.1	decision
Q-f376a5ff90f0	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	ocular sample	3	PQ683184.1 PQ683185.1 PQ683186.1	rule_parameter
Q-f41334bf0a18	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	fecal samples	1	OR493401.1	decision
Q-f415b295ee15	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus C	1618	AB205395.1 AB206718.1 AB207266.1	decision
Q-f4a46e0aead5	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	east fork lake	3	JF343824.1 JF343825.1 JF343826.1	decision
Q-f50dfff765a3	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Coxsackievirus	3	MF993352.1 MF993353.1 MG793424.1	decision
Q-f54ac326712f	sample_origin	origin_class	R-ORIGIN-2	no_host_or_specimen_evidence	rahat south trunk line	1	KJ013447.1	decision
Q-f5da33bf74af	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	stool sample from child 2 on day 257	1	JX179293.1	decision
Q-f7738f0a7871	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	eye swab	1	MF189567.1	rule_parameter
Q-f9989745bed4	poliovirus_classification	poliovirus_classification	R-CLASS-2	no_serotype_in_organism_name_to_choose_a_reference	Human poliovirus 60/ROU/2008	2	FR715537.1 FR715551.1	decision
Q-f9b5c290379e	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	patient with HFMD	67	EU910861.1 EU910862.1 EU910863.1	rule_parameter
Q-fa9463382894	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	acute flaccid paralysis case	55	AB205395.1 AB205396.1 AB205397.1	rule_parameter
Q-facd3a0745f4	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	Enterovirus 11	10	PQ009035.1 PQ009036.1 PQ009037.1	decision
Q-fb1c961767c6	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	contact	4	EF634009.1 EF634010.1 EF634011.1	decision
Q-fbaebcbe3236	surveillance_stream	surveillance_stream	R-SURVEILLANCE-2	no_surveillance_context_in_record	whole cell lysate	14	DQ787783.1 DQ787784.1 DQ787785.1	decision
Q-fd018654273b	virus_type	virus_type	R-TYPE-2	organism_name_states_no_type	unidentified	8	E00766.1 E00767.1 E00768.1	decision
Q-fd0c7be546e0	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Arad Treatment Plant	2	KJ013450.1 KP004236.1	rule_parameter
Q-fd4d3f3f3915	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	Taiba Treatment Plant	1	KJ013455.1	rule_parameter
Q-fffd0e625436	specimen_type	specimen_type	R-SPECIMEN-2	no_specimen_keyword_in_isolation_source	adolescent with conjuctiva	1	EF105482.1	rule_parameter
