decision_id	decision_type	subject_key	accession	field_name	new_value	reason	evidence_reference	confirmed_by	source_artifact	status	effective_from	effective_through	notes
D-259dd7f1edf4	manual_override	AY082681	AY082681	reference_label	Fox	Strain 'FOX3' -- same Fox vaccine family as AY359875 ('fox', Korean Waterworks Research Institute, 2003). Mike (2026-07-27): GenBank strain name FOX3 is definitive for the Fox vaccine family. Reclassified wild -> vaccine, reference_label=Fox. Promoted to CANONICAL (2026-07-27): 900nt full VP1 (300 codons) vs AY359875's 612nt partial capsid fragment (145 codons) -- more complete deposit of the same strain, same precedent as the Mahoney whole-genome canonical pick. Mirrored into canonical_reference_confirmed.csv.	Mike (2026-07-27): GenBank strain name 'FOX3' is definitive for the Fox vaccine family	Mike	manual_review_overrides.csv	active			
D-5cca750675b6	manual_override	AY082681	AY082681	sampling_frame	vaccine/reference	Strain 'FOX3' -- same Fox vaccine family as AY359875 ('fox', Korean Waterworks Research Institute, 2003). Mike (2026-07-27): GenBank strain name FOX3 is definitive for the Fox vaccine family. Reclassified wild -> vaccine, reference_label=Fox. Promoted to CANONICAL (2026-07-27): 900nt full VP1 (300 codons) vs AY359875's 612nt partial capsid fragment (145 codons) -- more complete deposit of the same strain, same precedent as the Mahoney whole-genome canonical pick. Mirrored into canonical_reference_confirmed.csv.	Mike (2026-07-27): GenBank strain name 'FOX3' is definitive for the Fox vaccine family	Mike	manual_review_overrides.csv	active			
D-f3081f00d65e	manual_override	AY177685	AY177685	classification	iVDPV	iVDPV2 from an immunodeficient patient with poliomyelitis (Martin et al. 2003) — paper-confirmed; field origin (title-only context	PMID:12692287	Mike	manual_review_overrides.csv	active			
D-562a25d7c109	manual_override	AY177685	AY177685	origin_class	human	iVDPV2 from an immunodeficient patient with poliomyelitis (Martin et al. 2003) — paper-confirmed; field origin (title-only context	PMID:12692287	Mike	manual_review_overrides.csv	active			
D-57d790801b8b	manual_override	AY177685	AY177685	sampling_frame	AFP/clinical	iVDPV2 from an immunodeficient patient with poliomyelitis (Martin et al. 2003) — paper-confirmed; field origin (title-only context	PMID:12692287	Mike	manual_review_overrides.csv	active			
D-cbcfae5ee867	manual_override	AY189866	AY189866	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance system to track wild po; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	retired			Retired 2026-07-30: the rewrite's rule for surveillance_stream now derives 'healthy/community' from the record itself, so this assertion changed nothing (decision_applications: applied_unchanged). Curation history, not curation in force.
D-e5020caa9122	manual_override	AY211503	AY211503	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-4df47477528c	manual_override	AY211504	AY211504	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-895f3572e418	manual_override	AY211505	AY211505	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-a1aa6bee4ced	manual_override	AY211506	AY211506	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-60266ca98b52	manual_override	AY211507	AY211507	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-e9b52d0eddbd	manual_override	AY211508	AY211508	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-1067e82d83d7	manual_override	AY211509	AY211509	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-c2e2e04a1eca	manual_override	AY211510	AY211510	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-79daa6ea1558	manual_override	AY211511	AY211511	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-041687db3a96	manual_override	AY211512	AY211512	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-78b18aea4070	manual_override	AY211513	AY211513	sampling_frame	healthy/community	sampling_frame from legacy per-sequence curation (legacy='healthy'); GenBank record has no environmental/clinical signal; source paper: Evolution of wild type 1 poliovirus in two healthy; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-de7f68f9ec64	manual_override	AY278549	AY278549	classification	cVDPV	Mogilev, Belarus 1963-66 post-cessation VDPV2 outbreak; paper: 'widespread circulation and evolution of independent lineages of vaccine-derived polioviruses.'	PMID:14610170	Mike	manual_review_overrides.csv	active			
D-57dbd6152430	manual_override	AY278550	AY278550	classification	cVDPV	Mogilev, Belarus 1963-66 post-cessation VDPV2 outbreak; paper: 'widespread circulation and evolution of independent lineages of vaccine-derived polioviruses.'	PMID:14610170	Mike	manual_review_overrides.csv	active			
D-763689b6d558	manual_override	AY278551	AY278551	classification	cVDPV	Mogilev, Belarus 1963-66 post-cessation VDPV2 outbreak; paper: 'widespread circulation and evolution of independent lineages of vaccine-derived polioviruses.'	PMID:14610170	Mike	manual_review_overrides.csv	active			
D-ddfceb312774	manual_override	AY297758	AY297758	origin_class	human	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV). Strain IM/VAPP (paper Table 1).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-e281d5a656fc	manual_override	AY297758	AY297758	sampling_frame	AFP/clinical	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV). Strain IM/VAPP (paper Table 1).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-e03a35d15616	manual_override	AY297763	AY297763	origin_class	human	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV). Strain IA/VAPP (paper Table 1).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-e152e75ab37d	manual_override	AY297763	AY297763	sampling_frame	AFP/clinical	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV). Strain IA/VAPP (paper Table 1).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-7ea7e1fe0fc9	manual_override	AY297764	AY297764	origin_class	human	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV). Strain IF/healthy vaccinee (paper Table 1).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-eeb4b14dc81c	manual_override	AY297764	AY297764	sampling_frame	healthy/community	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV). Strain IF/healthy vaccinee (paper Table 1).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-f6962b9214aa	manual_override	AY297767	AY297767	origin_class	human	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-6db9bb7b61a3	manual_override	AY297768	AY297768	origin_class	human	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-1a11d3c371d6	manual_override	AY297769	AY297769	origin_class	human	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV). Strain IB/VAPP contact (paper Table 1).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-f5b88262e443	manual_override	AY297769	AY297769	sampling_frame	healthy/community	Greek Sabin-derived vaccine recombinant/mutant isolate (Markoulatos group, Hellenic Pasteur Institute); origin human (patient/vaccinee). Classification sequence-gated (Sabin-like vs VDPV). Strain IB/VAPP contact (paper Table 1).	PMID:15051119 (Karakasiliotis/Markoulatos, Mol Cell Probes 2004) + sibling papers (PMID 16604453 etc.)	Mike	manual_review_overrides.csv	active			
D-84b6eefd0d07	manual_override	AY308802	AY308802	classification	wild	WPV2 from USA, 1953; assume stool/AFP. ('Promote to reference' withdrawn -- not a standard reference strain.)	Mike	Mike	manual_review_overrides.csv	active			
D-5b33e7d1f572	manual_override	AY308802	AY308802	origin_class	human	WPV2 from USA, 1953; assume stool/AFP. ('Promote to reference' withdrawn -- not a standard reference strain.)	Mike	Mike	manual_review_overrides.csv	active			
D-bf37b6c0aca7	manual_override	AY308802	AY308802	sampling_frame	AFP/clinical	WPV2 from USA, 1953; assume stool/AFP. ('Promote to reference' withdrawn -- not a standard reference strain.)	Mike	Mike	manual_review_overrides.csv	active			
D-051039d5cb7d	manual_override	AY320420	AY320420	classification	wild	India (1996, per isolate 976IND96), PV1, 12.64% div; same high-divergence India cluster as the two confirmed WPV1 calls. Independent NN check (limited 5-strain proxy panel) favored Sabin1 by 4pp, but Mike extended the WPV1 call given magnitude clustering + his own broader BLAST context.	Mike, extended from AY365236/AY365238 cluster	Mike	manual_review_overrides.csv	active			
D-5dcd527cef7f	manual_override	AY359873	AY359873	classification	wild	Strain 'LH', same 2003 Korean Waterworks Research Institute batch as Fox (AY359875). Sequence check: 97.68% to Leon37 (wild PV3 progenitor) vs 97.47% to Sabin3 -- essentially equidistant because Leon37/Sabin3 are themselves ~97-98% identical; no distinct-lineage signature (contrast Fox, ~86% to both = a genuinely divergent independent lineage). Mike: 'all signs point to an old WPV -- definitely not a VDPV because no vaccine similar to Fox was used regularly.'	Mike, sequence check vs Leon37 (K01392) + Sabin3 (AY184221)	Mike	manual_review_overrides.csv	active			
D-ebbccb18e58a	manual_override	AY359875	AY359875	canonical_reference	FALSE	Strain 'fox' (Korean Waterworks Research Institute, Seoul, 2003). Mike: the Fox vaccine strain. Sequence check: ~86% identity to BOTH Leon37(wild) and Sabin3(vaccine) equally -- a genuinely divergent, independent PV3 lineage (same signature as the USOL-D-bac precedent). canonical_reference SWAPPED to FALSE 2026-07-27: AY082681 (FOX3, 900nt full VP1) is a more complete deposit of the same strain and is now canonical; this record is a confirmed non-canonical Fox-family sibling.	Mike	Mike	manual_review_overrides.csv	active			
D-76ad88122be7	manual_override	AY359875	AY359875	classification	vaccine	Strain 'fox' (Korean Waterworks Research Institute, Seoul, 2003). Mike: the Fox vaccine strain. Sequence check: ~86% identity to BOTH Leon37(wild) and Sabin3(vaccine) equally -- a genuinely divergent, independent PV3 lineage (same signature as the USOL-D-bac precedent). canonical_reference SWAPPED to FALSE 2026-07-27: AY082681 (FOX3, 900nt full VP1) is a more complete deposit of the same strain and is now canonical; this record is a confirmed non-canonical Fox-family sibling.	Mike	Mike	manual_review_overrides.csv	active			
D-54bcc3f5c08b	manual_override	AY359875	AY359875	origin_class	vaccine	Strain 'fox' (Korean Waterworks Research Institute, Seoul, 2003). Mike: the Fox vaccine strain. Sequence check: ~86% identity to BOTH Leon37(wild) and Sabin3(vaccine) equally -- a genuinely divergent, independent PV3 lineage (same signature as the USOL-D-bac precedent). canonical_reference SWAPPED to FALSE 2026-07-27: AY082681 (FOX3, 900nt full VP1) is a more complete deposit of the same strain and is now canonical; this record is a confirmed non-canonical Fox-family sibling.	Mike	Mike	manual_review_overrides.csv	active			
D-7575293a4ba5	manual_override	AY359875	AY359875	reference_label	Fox	Strain 'fox' (Korean Waterworks Research Institute, Seoul, 2003). Mike: the Fox vaccine strain. Sequence check: ~86% identity to BOTH Leon37(wild) and Sabin3(vaccine) equally -- a genuinely divergent, independent PV3 lineage (same signature as the USOL-D-bac precedent). canonical_reference SWAPPED to FALSE 2026-07-27: AY082681 (FOX3, 900nt full VP1) is a more complete deposit of the same strain and is now canonical; this record is a confirmed non-canonical Fox-family sibling.	Mike	Mike	manual_review_overrides.csv	active			
D-57bf58cc51c2	manual_override	AY359875	AY359875	sampling_frame	vaccine/reference	Strain 'fox' (Korean Waterworks Research Institute, Seoul, 2003). Mike: the Fox vaccine strain. Sequence check: ~86% identity to BOTH Leon37(wild) and Sabin3(vaccine) equally -- a genuinely divergent, independent PV3 lineage (same signature as the USOL-D-bac precedent). canonical_reference SWAPPED to FALSE 2026-07-27: AY082681 (FOX3, 900nt full VP1) is a more complete deposit of the same strain and is now canonical; this record is a confirmed non-canonical Fox-family sibling.	Mike	Mike	manual_review_overrides.csv	active			
D-55e996dbc6e2	manual_override	AY365236	AY365236	classification	wild	India 1996 PV1, 13.45% div from Sabin1 -- BLAST nearest-neighbor places it with wild PV1, not Sabin1-derived VDPV. Confirmed by independent pairwise check vs 5 Pakistan WPV1 1996-2000 refs (88.8% vs 86.6% Sabin1, WPV1 wins).	Mike, BLAST nearest-neighbor + independent NN check	Mike	manual_review_overrides.csv	active			
D-8b467a8b8b34	manual_override	AY365238	AY365238	classification	wild	India 1996 PV1, 10.64% div; same high-divergence India cluster as AY365236 (confirmed WPV1). Independent NN check was a near-tie (88.97% WPV1 vs 89.51% Sabin1); Mike extended the WPV1 call given the cluster + BLAST context.	Mike, extended from AY365236/AY320420 cluster	Mike	manual_review_overrides.csv	active			
D-0d26e86dac7e	manual_override	AY528653	AY528653	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-00c78528c177	manual_override	AY528654	AY528654	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-0c0d1d4ddc09	manual_override	AY528655	AY528655	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-38e013e30c52	manual_override	AY528656	AY528656	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-7c06b5892525	manual_override	AY528657	AY528657	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-86fb19702c1a	manual_override	AY528658	AY528658	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-c6a6323c1c83	manual_override	AY528659	AY528659	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-f43f347b65dc	manual_override	AY528660	AY528660	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-82ca1e3e6963	manual_override	AY528661	AY528661	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-3cb73516728b	manual_override	AY528662	AY528662	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-6c7a0fbde082	manual_override	AY528663	AY528663	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-b5b633b3fd32	manual_override	AY531129	AY531129	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-b968a6ed02b7	manual_override	AY531130	AY531130	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-546a430beadd	manual_override	AY531131	AY531131	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-bcbdd2ec6f73	manual_override	AY531132	AY531132	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-97bb0e90aa5c	manual_override	AY531133	AY531133	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-5e2d5400e8f4	manual_override	AY531134	AY531134	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-3c05b8c16d96	manual_override	AY531135	AY531135	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-c6a139ea5c5c	manual_override	AY531136	AY531136	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-ec40ae33b627	manual_override	AY531137	AY531137	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-4833cd02533b	manual_override	AY531138	AY531138	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-74ce104092b7	manual_override	AY531139	AY531139	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-102ef7f63ace	manual_override	AY531140	AY531140	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-b791abe54fa3	manual_override	AY531141	AY531141	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-18d89dd92026	manual_override	AY531142	AY531142	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-fd3bf5310b53	manual_override	AY531143	AY531143	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-c586af4d9506	manual_override	AY531144	AY531144	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-f3bc7681e808	manual_override	AY531145	AY531145	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-ae5450248a39	manual_override	AY531146	AY531146	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
D-626322d33401	manual_override	AY531147	AY531147	sampling_frame	environmental	sampling_frame from legacy per-sequence curation (legacy='environmental'); GenBank record has no environmental/clinical signal; source paper: Environmental surveillance of wild poliovirus circ; WPV1 surveillance record currently mislabeled AFP/clinical by polluted human_clinical_sample flag	legacy WPV1 reconciliation (D4)	Mike	manual_review_overrides.csv	active			
